dataset,task,mechanism,rate,imputer,model,accuracy_mean,accuracy_std,macro_f1_mean,macro_f1_std,weighted_f1_mean,weighted_f1_std,mae_mean,mae_std,rmse_mean,rmse_std,r2_mean,r2_std,imp_mae_num_mean,imp_mae_num_std,imp_rmse_num_mean,imp_rmse_num_std,imp_acc_cat_mean,imp_acc_cat_std
adult,classification,MAR,0.25,dropna,random_forest,0.8684,0.0914,0.6641,0.1612,0.8609,0.0881,,,,,,,,,,,,
adult,classification,MAR,0.25,iterative,lightgbm,0.8063,0.002,0.7694,0.0008,0.8175,0.0015,,,,,,,13406.7127,130.7476,18986.0379,142.6978,0.5469,0.0345
adult,classification,MAR,0.25,iterative,logistic_regression,0.7862,0.0062,0.7482,0.0069,0.7992,0.0057,,,,,,,13406.7127,130.7476,18986.0379,142.6978,0.5469,0.0345
adult,classification,MAR,0.25,iterative,random_forest,0.7741,0.0098,0.7389,0.007,0.7888,0.0083,,,,,,,13406.7127,130.7476,18986.0379,142.6978,0.5469,0.0345
adult,classification,MAR,0.25,knn_3,lightgbm,0.8043,0.0031,0.7671,0.0021,0.8157,0.0025,,,,,,,15716.2462,116.6946,21797.1598,189.2628,0.5469,0.0345
adult,classification,MAR,0.25,knn_3,logistic_regression,0.7796,0.001,0.7413,0.0015,0.7932,0.0009,,,,,,,15716.2462,116.6946,21797.1598,189.2628,0.5469,0.0345
adult,classification,MAR,0.25,knn_3,random_forest,0.7642,0.0149,0.7299,0.0112,0.78,0.0128,,,,,,,15716.2462,116.6946,21797.1598,189.2628,0.5469,0.0345
adult,classification,MAR,0.25,knn_5,lightgbm,0.8063,0.0043,0.7691,0.003,0.8174,0.0035,,,,,,,14947.5181,189.3443,20798.7555,285.9955,0.5469,0.0345
adult,classification,MAR,0.25,knn_5,logistic_regression,0.7813,0.0017,0.7431,0.0025,0.7947,0.0017,,,,,,,14947.5181,189.3443,20798.7555,285.9955,0.5469,0.0345
adult,classification,MAR,0.25,knn_5,random_forest,0.7634,0.0138,0.7297,0.0103,0.7794,0.0118,,,,,,,14947.5181,189.3443,20798.7555,285.9955,0.5469,0.0345
adult,classification,MAR,0.25,knn_7,lightgbm,0.8058,0.0059,0.7689,0.0047,0.817,0.005,,,,,,,14541.2109,186.4496,20297.6296,271.8395,0.5469,0.0345
adult,classification,MAR,0.25,knn_7,logistic_regression,0.7817,0.002,0.7437,0.0029,0.7952,0.002,,,,,,,14541.2109,186.4496,20297.6296,271.8395,0.5469,0.0345
adult,classification,MAR,0.25,knn_7,random_forest,0.7623,0.0147,0.7289,0.0111,0.7784,0.0127,,,,,,,14541.2109,186.4496,20297.6296,271.8395,0.5469,0.0345
adult,classification,MAR,0.25,miceforest,lightgbm,0.7976,0.0054,0.7531,0.0062,0.8077,0.0049,,,,,,,18555.9035,74.6867,25939.0608,137.7675,0.0,0.0
adult,classification,MAR,0.25,miceforest,logistic_regression,0.7398,0.0198,0.6907,0.0232,0.7549,0.0185,,,,,,,18555.9035,74.6867,25939.0608,137.7675,0.0,0.0
adult,classification,MAR,0.25,miceforest,random_forest,0.7843,0.0057,0.736,0.0058,0.7949,0.0049,,,,,,,18555.9035,74.6867,25939.0608,137.7675,0.0,0.0
adult,classification,MAR,0.25,simple_const,lightgbm,0.8098,0.002,0.773,0.0018,0.8207,0.0017,,,,,,,31724.8207,221.1686,37523.9911,227.7304,0.5469,0.0345
adult,classification,MAR,0.25,simple_const,logistic_regression,0.7712,0.0039,0.7335,0.0037,0.7858,0.0034,,,,,,,31724.8207,221.1686,37523.9911,227.7304,0.5469,0.0345
adult,classification,MAR,0.25,simple_const,random_forest,0.7642,0.0048,0.7308,0.0042,0.7802,0.0042,,,,,,,31724.8207,221.1686,37523.9911,227.7304,0.5469,0.0345
adult,classification,MAR,0.25,simple_freq,lightgbm,0.8098,0.0006,0.7728,0.0007,0.8206,0.0005,,,,,,,14541.4718,1635.1574,20515.7631,2413.7917,0.5469,0.0345
adult,classification,MAR,0.25,simple_freq,logistic_regression,0.7846,0.0041,0.7465,0.0049,0.7977,0.0039,,,,,,,14541.4718,1635.1574,20515.7631,2413.7917,0.5469,0.0345
adult,classification,MAR,0.25,simple_freq,random_forest,0.7608,0.0143,0.7283,0.0114,0.7772,0.0126,,,,,,,14541.4718,1635.1574,20515.7631,2413.7917,0.5469,0.0345
adult,classification,MAR,0.25,simple_mean,lightgbm,0.8105,0.0032,0.7739,0.0025,0.8213,0.0027,,,,,,,13348.9646,154.2077,19003.8128,142.0094,0.5469,0.0345
adult,classification,MAR,0.25,simple_mean,logistic_regression,0.787,0.0047,0.7491,0.0058,0.8,0.0044,,,,,,,13348.9646,154.2077,19003.8128,142.0094,0.5469,0.0345
adult,classification,MAR,0.25,simple_mean,random_forest,0.7657,0.0112,0.7319,0.0079,0.7814,0.0096,,,,,,,13348.9646,154.2077,19003.8128,142.0094,0.5469,0.0345
adult,classification,MAR,0.25,simple_median,lightgbm,0.8078,0.003,0.7715,0.0025,0.8189,0.0025,,,,,,,13093.2249,142.328,19111.1354,146.7442,0.5469,0.0345
adult,classification,MAR,0.25,simple_median,logistic_regression,0.7849,0.0032,0.7474,0.0043,0.7981,0.0031,,,,,,,13093.2249,142.328,19111.1354,146.7442,0.5469,0.0345
adult,classification,MAR,0.25,simple_median,random_forest,0.7632,0.0143,0.7302,0.0116,0.7793,0.0125,,,,,,,13093.2249,142.328,19111.1354,146.7442,0.5469,0.0345
adult,classification,MAR,0.3,dropna,lightgbm,0.2694,0.4667,0.2682,0.4646,0.2693,0.4664,,,,,,,,,,,,
adult,classification,MAR,0.3,dropna,logistic_regression,0.943,0.0987,0.9424,0.0998,0.9431,0.0986,,,,,,,,,,,,
adult,classification,MAR,0.3,dropna,random_forest,0.9396,0.1047,0.939,0.1056,0.9397,0.1044,,,,,,,,,,,,
adult,classification,MAR,0.3,iterative,lightgbm,0.7986,0.0066,0.7605,0.0071,0.8103,0.006,,,,,,,13581.6791,309.8905,19316.6278,845.877,0.572,0.0124
adult,classification,MAR,0.3,iterative,logistic_regression,0.7794,0.0104,0.7399,0.0098,0.7927,0.0091,,,,,,,13581.6791,309.8905,19316.6278,845.877,0.572,0.0124
adult,classification,MAR,0.3,iterative,random_forest,0.7633,0.0051,0.7288,0.0048,0.7792,0.0045,,,,,,,13581.6791,309.8905,19316.6278,845.877,0.572,0.0124
adult,classification,MAR,0.3,knn_3,lightgbm,0.7927,0.0058,0.7544,0.0063,0.805,0.0053,,,,,,,16170.8535,1056.1379,22577.7637,1202.4589,0.572,0.0124
adult,classification,MAR,0.3,knn_3,logistic_regression,0.7667,0.0119,0.7276,0.0116,0.7814,0.0106,,,,,,,16170.8535,1056.1379,22577.7637,1202.4589,0.572,0.0124
adult,classification,MAR,0.3,knn_3,random_forest,0.7362,0.0033,0.7051,0.0033,0.755,0.003,,,,,,,16170.8535,1056.1379,22577.7637,1202.4589,0.572,0.0124
adult,classification,MAR,0.3,knn_5,lightgbm,0.7921,0.0061,0.7541,0.0068,0.8045,0.0057,,,,,,,15354.6571,923.9463,21495.5647,1123.6346,0.572,0.0124
adult,classification,MAR,0.3,knn_5,logistic_regression,0.7702,0.012,0.7313,0.0116,0.7845,0.0107,,,,,,,15354.6571,923.9463,21495.5647,1123.6346,0.572,0.0124
adult,classification,MAR,0.3,knn_5,random_forest,0.737,0.0079,0.7059,0.0071,0.7558,0.0072,,,,,,,15354.6571,923.9463,21495.5647,1123.6346,0.572,0.0124
adult,classification,MAR,0.3,knn_7,lightgbm,0.7927,0.0045,0.7549,0.0053,0.8051,0.0043,,,,,,,15026.9715,906.3992,21035.7006,1072.2815,0.572,0.0124
adult,classification,MAR,0.3,knn_7,logistic_regression,0.7713,0.0128,0.7321,0.0127,0.7855,0.0115,,,,,,,15026.9715,906.3992,21035.7006,1072.2815,0.572,0.0124
adult,classification,MAR,0.3,knn_7,random_forest,0.7391,0.0074,0.7079,0.007,0.7577,0.0067,,,,,,,15026.9715,906.3992,21035.7006,1072.2815,0.572,0.0124
adult,classification,MAR,0.3,miceforest,lightgbm,0.7753,0.006,0.7299,0.0057,0.7876,0.0053,,,,,,,18851.5037,356.0437,26362.2273,717.3758,0.0,0.0
adult,classification,MAR,0.3,miceforest,logistic_regression,0.7381,0.0061,0.6886,0.0076,0.7533,0.0058,,,,,,,18851.5037,356.0437,26362.2273,717.3758,0.0,0.0
adult,classification,MAR,0.3,miceforest,random_forest,0.7667,0.0095,0.7188,0.0084,0.7793,0.0082,,,,,,,18851.5037,356.0437,26362.2273,717.3758,0.0,0.0
adult,classification,MAR,0.3,simple_const,lightgbm,0.8011,0.0064,0.7634,0.0065,0.8127,0.0058,,,,,,,32601.9672,780.7895,38379.0303,1111.6572,0.572,0.0124
adult,classification,MAR,0.3,simple_const,logistic_regression,0.7576,0.0056,0.7194,0.006,0.7734,0.005,,,,,,,32601.9672,780.7895,38379.0303,1111.6572,0.572,0.0124
adult,classification,MAR,0.3,simple_const,random_forest,0.7289,0.0109,0.6989,0.01,0.7485,0.01,,,,,,,32601.9672,780.7895,38379.0303,1111.6572,0.572,0.0124
adult,classification,MAR,0.3,simple_freq,lightgbm,0.798,0.0088,0.7604,0.0094,0.8099,0.0081,,,,,,,14378.9127,1433.6483,20570.061,2097.8354,0.572,0.0124
adult,classification,MAR,0.3,simple_freq,logistic_regression,0.7683,0.0134,0.7303,0.0125,0.7831,0.0119,,,,,,,14378.9127,1433.6483,20570.061,2097.8354,0.572,0.0124
adult,classification,MAR,0.3,simple_freq,random_forest,0.7429,0.0105,0.7115,0.0096,0.7611,0.0095,,,,,,,14378.9127,1433.6483,20570.061,2097.8354,0.572,0.0124
adult,classification,MAR,0.3,simple_mean,lightgbm,0.8013,0.0064,0.7636,0.0072,0.8128,0.0059,,,,,,,13468.8261,334.7406,19308.4984,848.9766,0.572,0.0124
adult,classification,MAR,0.3,simple_mean,logistic_regression,0.7779,0.0091,0.7383,0.0087,0.7914,0.0081,,,,,,,13468.8261,334.7406,19308.4984,848.9766,0.572,0.0124
adult,classification,MAR,0.3,simple_mean,random_forest,0.7487,0.0108,0.716,0.009,0.7662,0.0096,,,,,,,13468.8261,334.7406,19308.4984,848.9766,0.572,0.0124
adult,classification,MAR,0.3,simple_median,lightgbm,0.7984,0.0065,0.7611,0.0071,0.8103,0.006,,,,,,,13303.3596,412.1411,19510.8603,911.781,0.572,0.0124
adult,classification,MAR,0.3,simple_median,logistic_regression,0.7746,0.01,0.7356,0.0098,0.7885,0.0089,,,,,,,13303.3596,412.1411,19510.8603,911.781,0.572,0.0124
adult,classification,MAR,0.3,simple_median,random_forest,0.746,0.0098,0.714,0.0089,0.7638,0.0088,,,,,,,13303.3596,412.1411,19510.8603,911.781,0.572,0.0124
adult,classification,MCAR,0.01,dropna,lightgbm,0.8323,0.0045,0.7993,0.0053,0.8403,0.0044,,,,,,,,,,,,
adult,classification,MCAR,0.01,dropna,logistic_regression,0.81,0.0035,0.7751,0.0049,0.8198,0.0036,,,,,,,,,,,,
adult,classification,MCAR,0.01,dropna,random_forest,0.7882,0.0069,0.7582,0.0074,0.8011,0.0062,,,,,,,,,,,,
adult,classification,MCAR,0.01,iterative,lightgbm,0.8323,0.0049,0.7968,0.0054,0.841,0.0045,,,,,,,13520.1247,738.4968,19384.4619,1649.3517,0.558,0.003
adult,classification,MCAR,0.01,iterative,logistic_regression,0.81,0.004,0.772,0.0054,0.8205,0.004,,,,,,,13520.1247,738.4968,19384.4619,1649.3517,0.558,0.003
adult,classification,MCAR,0.01,iterative,random_forest,0.7898,0.0044,0.7567,0.0046,0.8035,0.004,,,,,,,13520.1247,738.4968,19384.4619,1649.3517,0.558,0.003
adult,classification,MCAR,0.01,knn_3,lightgbm,0.8316,0.0049,0.7961,0.0056,0.8405,0.0046,,,,,,,16203.3002,161.8559,22791.756,605.5545,0.558,0.003
adult,classification,MCAR,0.01,knn_3,logistic_regression,0.8093,0.0046,0.7714,0.006,0.8199,0.0045,,,,,,,16203.3002,161.8559,22791.756,605.5545,0.558,0.003
adult,classification,MCAR,0.01,knn_3,random_forest,0.7906,0.0051,0.7574,0.005,0.8042,0.0046,,,,,,,16203.3002,161.8559,22791.756,605.5545,0.558,0.003
adult,classification,MCAR,0.01,knn_5,lightgbm,0.8323,0.0054,0.7966,0.0063,0.841,0.005,,,,,,,14937.9838,355.197,21180.6966,784.8906,0.558,0.003
adult,classification,MCAR,0.01,knn_5,logistic_regression,0.8095,0.0041,0.7716,0.0055,0.8201,0.004,,,,,,,14937.9838,355.197,21180.6966,784.8906,0.558,0.003
adult,classification,MCAR,0.01,knn_5,random_forest,0.7917,0.0045,0.7586,0.005,0.8052,0.0042,,,,,,,14937.9838,355.197,21180.6966,784.8906,0.558,0.003
adult,classification,MCAR,0.01,knn_7,lightgbm,0.8309,0.0051,0.7954,0.0059,0.8399,0.0048,,,,,,,14645.3391,421.0562,20788.5558,1113.086,0.558,0.003
adult,classification,MCAR,0.01,knn_7,logistic_regression,0.8095,0.0042,0.7716,0.0057,0.8201,0.0041,,,,,,,14645.3391,421.0562,20788.5558,1113.086,0.558,0.003
adult,classification,MCAR,0.01,knn_7,random_forest,0.7875,0.002,0.7545,0.0023,0.8014,0.0019,,,,,,,14645.3391,421.0562,20788.5558,1113.086,0.558,0.003
adult,classification,MCAR,0.01,miceforest,lightgbm,0.8316,0.0031,0.7961,0.004,0.8404,0.003,,,,,,,18002.5765,367.5177,25870.6859,1179.7618,0.0,0.0
adult,classification,MCAR,0.01,miceforest,logistic_regression,0.786,0.0193,0.7443,0.0236,0.7981,0.0183,,,,,,,18002.5765,367.5177,25870.6859,1179.7618,0.0,0.0
adult,classification,MCAR,0.01,miceforest,random_forest,0.808,0.0046,0.7725,0.005,0.8194,0.0042,,,,,,,18002.5765,367.5177,25870.6859,1179.7618,0.0,0.0
adult,classification,MCAR,0.01,simple_const,lightgbm,0.8317,0.0055,0.7963,0.0064,0.8406,0.0051,,,,,,,32089.6848,343.9453,38020.5148,924.3512,0.558,0.003
adult,classification,MCAR,0.01,simple_const,logistic_regression,0.808,0.0039,0.7702,0.0052,0.8188,0.0038,,,,,,,32089.6848,343.9453,38020.5148,924.3512,0.558,0.003
adult,classification,MCAR,0.01,simple_const,random_forest,0.7897,0.005,0.7564,0.0053,0.8034,0.0046,,,,,,,32089.6848,343.9453,38020.5148,924.3512,0.558,0.003
adult,classification,MCAR,0.01,simple_freq,lightgbm,0.8314,0.0041,0.7959,0.0048,0.8403,0.0038,,,,,,,14613.7363,1356.6233,20783.1444,2231.4652,0.558,0.003
adult,classification,MCAR,0.01,simple_freq,logistic_regression,0.8096,0.004,0.7716,0.0055,0.8202,0.004,,,,,,,14613.7363,1356.6233,20783.1444,2231.4652,0.558,0.003
adult,classification,MCAR,0.01,simple_freq,random_forest,0.7876,0.0069,0.7548,0.0068,0.8016,0.0062,,,,,,,14613.7363,1356.6233,20783.1444,2231.4652,0.558,0.003
adult,classification,MCAR,0.01,simple_mean,lightgbm,0.8328,0.0046,0.7975,0.0052,0.8416,0.0042,,,,,,,13496.3689,740.8817,19402.3816,1654.5095,0.558,0.003
adult,classification,MCAR,0.01,simple_mean,logistic_regression,0.8096,0.0041,0.7715,0.0056,0.8201,0.004,,,,,,,13496.3689,740.8817,19402.3816,1654.5095,0.558,0.003
adult,classification,MCAR,0.01,simple_mean,random_forest,0.787,0.0041,0.7544,0.0038,0.8011,0.0037,,,,,,,13496.3689,740.8817,19402.3816,1654.5095,0.558,0.003
adult,classification,MCAR,0.01,simple_median,lightgbm,0.8311,0.0043,0.7955,0.0049,0.84,0.004,,,,,,,13234.2687,670.0414,19546.8051,1641.2766,0.558,0.003
adult,classification,MCAR,0.01,simple_median,logistic_regression,0.8096,0.0039,0.7716,0.0054,0.8201,0.0038,,,,,,,13234.2687,670.0414,19546.8051,1641.2766,0.558,0.003
adult,classification,MCAR,0.01,simple_median,random_forest,0.788,0.005,0.755,0.005,0.8019,0.0045,,,,,,,13234.2687,670.0414,19546.8051,1641.2766,0.558,0.003
adult,classification,MCAR,0.05,dropna,lightgbm,0.8266,0.0034,0.79,0.0045,0.8349,0.0031,,,,,,,,,,,,
adult,classification,MCAR,0.05,dropna,logistic_regression,0.8068,0.0025,0.7693,0.0043,0.817,0.0025,,,,,,,,,,,,
adult,classification,MCAR,0.05,dropna,random_forest,0.7929,0.0066,0.7594,0.0066,0.8054,0.006,,,,,,,,,,,,
adult,classification,MCAR,0.05,iterative,lightgbm,0.8281,0.0057,0.7925,0.0066,0.8373,0.0053,,,,,,,13186.8041,319.882,18472.4817,556.4865,0.5615,0.0037
adult,classification,MCAR,0.05,iterative,logistic_regression,0.8043,0.0053,0.7666,0.0069,0.8155,0.0052,,,,,,,13186.8041,319.882,18472.4817,556.4865,0.5615,0.0037
adult,classification,MCAR,0.05,iterative,random_forest,0.7839,0.0018,0.7508,0.0012,0.7982,0.0015,,,,,,,13186.8041,319.882,18472.4817,556.4865,0.5615,0.0037
adult,classification,MCAR,0.05,knn_3,lightgbm,0.8288,0.0046,0.7929,0.0054,0.8379,0.0043,,,,,,,15645.6391,299.9659,21440.7309,241.4221,0.5615,0.0037
adult,classification,MCAR,0.05,knn_3,logistic_regression,0.8031,0.0054,0.7653,0.0069,0.8144,0.0052,,,,,,,15645.6391,299.9659,21440.7309,241.4221,0.5615,0.0037
adult,classification,MCAR,0.05,knn_3,random_forest,0.7854,0.006,0.7522,0.0058,0.7995,0.0054,,,,,,,15645.6391,299.9659,21440.7309,241.4221,0.5615,0.0037
adult,classification,MCAR,0.05,knn_5,lightgbm,0.8281,0.0043,0.7925,0.0052,0.8373,0.0041,,,,,,,14972.0324,24.1776,20573.2203,166.464,0.5615,0.0037
adult,classification,MCAR,0.05,knn_5,logistic_regression,0.8031,0.0045,0.7653,0.0059,0.8144,0.0044,,,,,,,14972.0324,24.1776,20573.2203,166.464,0.5615,0.0037
adult,classification,MCAR,0.05,knn_5,random_forest,0.7854,0.004,0.752,0.0036,0.7994,0.0035,,,,,,,14972.0324,24.1776,20573.2203,166.464,0.5615,0.0037
adult,classification,MCAR,0.05,knn_7,lightgbm,0.8284,0.0048,0.7929,0.0054,0.8376,0.0044,,,,,,,14485.4898,54.911,19972.0652,101.594,0.5615,0.0037
adult,classification,MCAR,0.05,knn_7,logistic_regression,0.8032,0.0046,0.7654,0.0059,0.8145,0.0044,,,,,,,14485.4898,54.911,19972.0652,101.594,0.5615,0.0037
adult,classification,MCAR,0.05,knn_7,random_forest,0.7867,0.0025,0.7535,0.0028,0.8007,0.0023,,,,,,,14485.4898,54.911,19972.0652,101.594,0.5615,0.0037
adult,classification,MCAR,0.05,miceforest,lightgbm,0.8226,0.0067,0.785,0.0077,0.8319,0.0062,,,,,,,18397.0888,268.2593,25549.9265,137.0051,0.0,0.0
adult,classification,MCAR,0.05,miceforest,logistic_regression,0.7767,0.0198,0.7338,0.0241,0.7895,0.0188,,,,,,,18397.0888,268.2593,25549.9265,137.0051,0.0,0.0
adult,classification,MCAR,0.05,miceforest,random_forest,0.8009,0.0048,0.7638,0.0052,0.8126,0.0044,,,,,,,18397.0888,268.2593,25549.9265,137.0051,0.0,0.0
adult,classification,MCAR,0.05,simple_const,lightgbm,0.8292,0.0051,0.7937,0.0062,0.8383,0.0049,,,,,,,31861.6894,352.3004,37326.7187,573.5217,0.5615,0.0037
adult,classification,MCAR,0.05,simple_const,logistic_regression,0.7967,0.0032,0.7591,0.0042,0.8087,0.0031,,,,,,,31861.6894,352.3004,37326.7187,573.5217,0.5615,0.0037
adult,classification,MCAR,0.05,simple_const,random_forest,0.7777,0.0063,0.7451,0.0061,0.7926,0.0057,,,,,,,31861.6894,352.3004,37326.7187,573.5217,0.5615,0.0037
adult,classification,MCAR,0.05,simple_freq,lightgbm,0.8289,0.0051,0.7933,0.0059,0.838,0.0047,,,,,,,14121.8191,1283.5624,19790.5922,2044.6482,0.5615,0.0037
adult,classification,MCAR,0.05,simple_freq,logistic_regression,0.8045,0.005,0.7668,0.0067,0.8157,0.0049,,,,,,,14121.8191,1283.5624,19790.5922,2044.6482,0.5615,0.0037
adult,classification,MCAR,0.05,simple_freq,random_forest,0.7864,0.0052,0.7531,0.0053,0.8003,0.0047,,,,,,,14121.8191,1283.5624,19790.5922,2044.6482,0.5615,0.0037
adult,classification,MCAR,0.05,simple_mean,lightgbm,0.8282,0.0051,0.7927,0.0059,0.8374,0.0048,,,,,,,13163.5696,325.7505,18488.4501,562.0539,0.5615,0.0037
adult,classification,MCAR,0.05,simple_mean,logistic_regression,0.8045,0.0049,0.7667,0.0063,0.8157,0.0047,,,,,,,13163.5696,325.7505,18488.4501,562.0539,0.5615,0.0037
adult,classification,MCAR,0.05,simple_mean,random_forest,0.7866,0.0027,0.7532,0.0026,0.8005,0.0024,,,,,,,13163.5696,325.7505,18488.4501,562.0539,0.5615,0.0037
adult,classification,MCAR,0.05,simple_median,lightgbm,0.8288,0.0056,0.7934,0.0064,0.838,0.0052,,,,,,,12902.7953,331.7367,18613.0074,590.1019,0.5615,0.0037
adult,classification,MCAR,0.05,simple_median,logistic_regression,0.8047,0.0044,0.7668,0.0058,0.8158,0.0043,,,,,,,12902.7953,331.7367,18613.0074,590.1019,0.5615,0.0037
adult,classification,MCAR,0.05,simple_median,random_forest,0.7842,0.0011,0.7511,0.0013,0.7984,0.001,,,,,,,12902.7953,331.7367,18613.0074,590.1019,0.5615,0.0037
adult,classification,MCAR,0.1,dropna,lightgbm,0.8323,0.0077,0.7933,0.0064,0.8397,0.0074,,,,,,,,,,,,
adult,classification,MCAR,0.1,dropna,logistic_regression,0.8061,0.0059,0.7684,0.0054,0.8167,0.0062,,,,,,,,,,,,
adult,classification,MCAR,0.1,dropna,random_forest,0.7972,0.0104,0.7623,0.0108,0.8094,0.0097,,,,,,,,,,,,
adult,classification,MCAR,0.1,iterative,lightgbm,0.8236,0.0049,0.7874,0.0059,0.8331,0.0047,,,,,,,13447.89,207.3352,19138.5627,73.8311,0.563,0.001
adult,classification,MCAR,0.1,iterative,logistic_regression,0.8018,0.0021,0.7643,0.0027,0.8133,0.002,,,,,,,13447.89,207.3352,19138.5627,73.8311,0.563,0.001
adult,classification,MCAR,0.1,iterative,random_forest,0.7831,0.0016,0.7497,0.0007,0.7974,0.0013,,,,,,,13447.89,207.3352,19138.5627,73.8311,0.563,0.001
adult,classification,MCAR,0.1,knn_3,lightgbm,0.8225,0.0029,0.7861,0.0036,0.8321,0.0028,,,,,,,15744.5531,175.3882,21822.4127,194.8648,0.563,0.001
adult,classification,MCAR,0.1,knn_3,logistic_regression,0.7997,0.003,0.7623,0.0038,0.8115,0.0029,,,,,,,15744.5531,175.3882,21822.4127,194.8648,0.563,0.001
adult,classification,MCAR,0.1,knn_3,random_forest,0.7764,0.0034,0.7437,0.0034,0.7914,0.0031,,,,,,,15744.5531,175.3882,21822.4127,194.8648,0.563,0.001
adult,classification,MCAR,0.1,knn_5,lightgbm,0.823,0.003,0.7869,0.004,0.8326,0.0029,,,,,,,14909.8166,283.2995,20780.3462,205.4351,0.563,0.001
adult,classification,MCAR,0.1,knn_5,logistic_regression,0.7996,0.0028,0.7623,0.0034,0.8114,0.0026,,,,,,,14909.8166,283.2995,20780.3462,205.4351,0.563,0.001
adult,classification,MCAR,0.1,knn_5,random_forest,0.7764,0.0047,0.7442,0.0043,0.7915,0.0042,,,,,,,14909.8166,283.2995,20780.3462,205.4351,0.563,0.001
adult,classification,MCAR,0.1,knn_7,lightgbm,0.8237,0.0038,0.7878,0.0049,0.8333,0.0037,,,,,,,14523.9024,205.5676,20319.4514,141.9496,0.563,0.001
adult,classification,MCAR,0.1,knn_7,logistic_regression,0.8002,0.0024,0.7629,0.0031,0.8119,0.0023,,,,,,,14523.9024,205.5676,20319.4514,141.9496,0.563,0.001
adult,classification,MCAR,0.1,knn_7,random_forest,0.7795,0.0035,0.7465,0.0037,0.7942,0.0032,,,,,,,14523.9024,205.5676,20319.4514,141.9496,0.563,0.001
adult,classification,MCAR,0.1,miceforest,lightgbm,0.8144,0.0017,0.775,0.0011,0.8241,0.0013,,,,,,,18525.829,175.7395,26052.6833,268.9415,0.0,0.0
adult,classification,MCAR,0.1,miceforest,logistic_regression,0.7664,0.0174,0.7219,0.0206,0.7799,0.0164,,,,,,,18525.829,175.7395,26052.6833,268.9415,0.0,0.0
adult,classification,MCAR,0.1,miceforest,random_forest,0.7947,0.0038,0.7542,0.0028,0.8062,0.0031,,,,,,,18525.829,175.7395,26052.6833,268.9415,0.0,0.0
adult,classification,MCAR,0.1,simple_const,lightgbm,0.8265,0.0034,0.7904,0.0043,0.8357,0.0033,,,,,,,31954.28,231.9062,37751.7888,147.9095,0.563,0.001
adult,classification,MCAR,0.1,simple_const,logistic_regression,0.793,0.0009,0.7557,0.0011,0.8055,0.0008,,,,,,,31954.28,231.9062,37751.7888,147.9095,0.563,0.001
adult,classification,MCAR,0.1,simple_const,random_forest,0.769,0.0058,0.737,0.0055,0.7848,0.0053,,,,,,,31954.28,231.9062,37751.7888,147.9095,0.563,0.001
adult,classification,MCAR,0.1,simple_freq,lightgbm,0.8267,0.0021,0.7908,0.0029,0.836,0.0021,,,,,,,14204.2346,1477.8076,20385.8669,2032.7627,0.563,0.001
adult,classification,MCAR,0.1,simple_freq,logistic_regression,0.8013,0.0019,0.7637,0.0028,0.8128,0.0019,,,,,,,14204.2346,1477.8076,20385.8669,2032.7627,0.563,0.001
adult,classification,MCAR,0.1,simple_freq,random_forest,0.7794,0.0035,0.7465,0.0033,0.7941,0.0031,,,,,,,14204.2346,1477.8076,20385.8669,2032.7627,0.563,0.001
adult,classification,MCAR,0.1,simple_mean,lightgbm,0.8242,0.0033,0.788,0.0042,0.8336,0.0032,,,,,,,13418.4344,207.2187,19152.0828,74.3638,0.563,0.001
adult,classification,MCAR,0.1,simple_mean,logistic_regression,0.8018,0.0033,0.7643,0.0037,0.8133,0.003,,,,,,,13418.4344,207.2187,19152.0828,74.3638,0.563,0.001
adult,classification,MCAR,0.1,simple_mean,random_forest,0.782,0.0023,0.7488,0.0024,0.7964,0.0021,,,,,,,13418.4344,207.2187,19152.0828,74.3638,0.563,0.001
adult,classification,MCAR,0.1,simple_median,lightgbm,0.8251,0.0016,0.7892,0.0021,0.8346,0.0015,,,,,,,13162.309,217.7116,19285.1337,63.8294,0.563,0.001
adult,classification,MCAR,0.1,simple_median,logistic_regression,0.8021,0.0019,0.7647,0.0026,0.8136,0.0019,,,,,,,13162.309,217.7116,19285.1337,63.8294,0.563,0.001
adult,classification,MCAR,0.1,simple_median,random_forest,0.7803,0.0044,0.7473,0.0046,0.7949,0.004,,,,,,,13162.309,217.7116,19285.1337,63.8294,0.563,0.001
